Domain,Date,SpamRate,DomainReputation,DkimSuccess,DmarcSuccess,SpfSuccess,InboundEncryption,spam_rate_change,volatility_7d,spam_rate_zscore,spam_rate_ma7
abccareerline.com,2025-02-02,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0003779644730093041,-0.8621203168373135,0.004857142857142858
abccareerline.com,2025-02-03,0.004,MEDIUM,1.0,1.0,,1.0,-0.19999999999999996,0.0004879500364743275,-1.0091483895437219,0.004714285714285714
abccareerline.com,2025-02-04,0.004,MEDIUM,1.0,1.0,,1.0,0.0,0.0004879500364743275,-0.9468221873243585,0.004714285714285714
abccareerline.com,2025-02-05,0.004,MEDIUM,1.0,1.0,,1.0,0.0,0.0005345224838249057,-0.8883072711889137,0.004571428571428572
abccareerline.com,2025-02-06,0.006,MEDIUM,1.0,1.0,,1.0,0.5,0.0007559289460184939,-0.4681856091702617,0.004714285714285714
abccareerline.com,2025-02-07,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.0007559289460184939,-0.6096168894789454,0.004714285714285714
abccareerline.com,2025-02-08,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0007559289460184939,-0.5610037111223879,0.004714285714285714
abccareerline.com,2025-02-09,0.007,MEDIUM,1.0,1.0,,1.0,0.3999999999999999,0.0011547005383792763,-0.09453263195177034,0.005
abccareerline.com,2025-02-10,0.007,MEDIUM,1.0,1.0,,1.0,0.0,0.0012724180205607248,-0.023736786022665966,0.0054285714285714284
abccareerline.com,2025-02-12,0.004,MEDIUM,1.0,1.0,,1.0,-0.4285714285714286,0.0012724180205607248,-0.7001622331058167,0.005428571428571429
abccareerline.com,2025-02-14,0.006,MEDIUM,1.0,1.0,,1.0,0.5,0.001112697280528397,-0.09171267607736154,0.005714285714285714
abccareerline.com,2025-02-15,0.006,MEDIUM,1.0,1.0,,1.0,0.0,0.001112697280528397,0.012300476270937387,0.005714285714285714
abccareerline.com,2025-02-16,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.0015118578920369269,-1.2695886236443503,0.005428571428571429
abccareerline.com,2025-02-17,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.0015118578920369269,-0.18999890805539138,0.0054285714285714284
abccareerline.com,2025-02-18,0.006,MEDIUM,1.0,1.0,,1.0,0.19999999999999996,0.0013801311186847282,0.6335926495988564,0.005285714285714285
abccareerline.com,2025-02-19,0.008,MEDIUM,1.0,1.0,,1.0,0.33333333333333326,0.0016183471874253908,2.3415208383443713,0.0054285714285714284
abccareerline.com,2025-02-20,0.013,MEDIUM,1.0,1.0,,1.0,0.625,0.0031471831698777794,4.028772486991306,0.006714285714285714
abccareerline.com,2025-02-21,0.015,MEDIUM,1.0,1.0,,1.0,0.15384615384615397,0.004396968652757643,3.63997489681142,0.007999999999999998
abccareerline.com,2025-02-22,0.014,MEDIUM,1.0,1.0,,1.0,-0.06666666666666665,0.0048107023544236415,2.6987110750660186,0.009142857142857144
abccareerline.com,2025-02-23,0.013,MEDIUM,1.0,1.0,,1.0,-0.07142857142857151,0.004117326918327104,2.0939437822475777,0.01057142857142857
abccareerline.com,2025-02-24,0.015,MEDIUM,1.0,1.0,,1.0,0.15384615384615397,0.003559026084010436,2.3630055946912645,0.012
abccareerline.com,2025-02-25,0.01,HIGH,1.0,1.0,,1.0,-0.33333333333333326,0.002636736799982308,0.8850612031567843,0.01257142857142857
abccareerline.com,2025-02-26,0.01,HIGH,1.0,1.0,,1.0,0.0,0.002115700942049812,0.8458320299689078,0.012857142857142857
abccareerline.com,2025-02-27,0.01,HIGH,1.0,1.0,,1.0,0.0,0.0023704530408864056,0.7945786516902464,0.012428571428571428
abccareerline.com,2025-02-28,0.01,HIGH,1.0,1.0,,1.0,0.0,0.0022146697055682816,0.7455891860057525,0.011714285714285714
abccareerline.com,2025-03-01,0.009,MEDIUM,1.0,1.0,,1.0,-0.10000000000000009,0.0021602468994692866,0.4284258347255145,0.011
abccareerline.com,2025-03-02,0.011,MEDIUM,1.0,1.0,,1.0,0.22222222222222232,0.0019760470401187077,0.9249093075208208,0.010714285714285714
abccareerline.com,2025-03-03,0.015,MEDIUM,1.0,1.0,,1.0,0.36363636363636376,0.0019760470401187077,1.839383954842854,0.010714285714285714
abccareerline.com,2025-03-04,0.011,MEDIUM,1.0,1.0,,1.0,-0.2666666666666667,0.0019518001458970666,0.7368069161657259,0.010857142857142857
abccareerline.com,2025-03-05,0.012,MEDIUM,1.0,1.0,,1.0,0.09090909090909105,0.0019518001458970664,0.9356888054238006,0.011142857142857144
abccareerline.com,2025-03-06,0.013,MEDIUM,1.0,1.0,,1.0,0.08333333333333326,0.0019880595947760096,1.118905522401142,0.011571428571428571
abccareerline.com,2025-03-07,0.014,MEDIUM,1.0,1.0,,1.0,0.0769230769230771,0.002035400978396429,1.2883746535631249,0.012142857142857144
abccareerline.com,2025-03-08,0.011,MEDIUM,1.0,1.0,,1.0,-0.2142857142857143,0.001618347187425373,0.4621915285294077,0.012428571428571428
abccareerline.com,2025-03-09,0.01,MEDIUM,1.0,1.0,,1.0,-0.09090909090909083,0.0017994708216848736,0.1474385023323842,0.012285714285714285
abccareerline.com,2025-03-10,0.012,MEDIUM,1.0,1.0,,1.0,0.19999999999999996,0.0013451854182690978,0.6509018558882811,0.011857142857142858
abccareerline.com,2025-03-12,0.006,MEDIUM,1.0,1.0,,1.0,-0.5,0.0026095064302514774,-1.043929420861285,0.011142857142857144
abccareerline.com,2025-03-13,0.008,MEDIUM,1.0,1.0,,1.0,0.33333333333333326,0.0028199966227605575,-0.5220208812528844,0.01057142857142857
abccareerline.com,2025-03-14,0.007,MEDIUM,1.0,1.0,,1.0,-0.125,0.002870208222079931,-0.8120324819489311,0.009714285714285713
abccareerline.com,2025-03-15,0.007,MEDIUM,1.0,1.0,,1.0,0.0,0.002288688541085318,-0.8120324819489306,0.008714285714285714
abccareerline.com,2025-03-16,0.008,MEDIUM,1.0,1.0,,1.0,0.1428571428571428,0.0020586634591635523,-0.5876694848235756,0.008285714285714287
abccareerline.com,2025-03-17,0.006,MEDIUM,1.0,1.0,,1.0,-0.25,0.0020586634591635527,-1.1956034346410682,0.007714285714285714
abccareerline.com,2025-03-19,0.002,MEDIUM,1.0,1.0,,1.0,-0.6666666666666667,0.002058663459163554,-2.211364519407423,0.006285714285714285
abccareerline.com,2025-03-21,0.003,MEDIUM,1.0,1.0,,1.0,0.5,0.0024102953780654815,-1.9278562476885226,0.005857142857142858
abccareerline.com,2025-03-22,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.002225394561056751,-1.3608397042507216,0.0054285714285714284
abccareerline.com,2025-03-23,0.003,MEDIUM,1.0,1.0,,1.0,-0.4,0.0022677868380553672,-1.8216487813069,0.004857142857142858
abccareerline.com,2025-03-24,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.002070196678027067,-1.2216035261480207,0.004571428571428572
abccareerline.com,2025-03-26,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0014638501094228066,-1.1404779792838724,0.0041428571428571434
abccareerline.com,2025-03-27,0.003,MEDIUM,1.0,1.0,,1.0,-0.4,0.0012535663410560259,-1.5556437225430415,0.0037142857142857142
abccareerline.com,2025-03-28,0.003,MEDIUM,1.0,1.0,,1.0,0.0,0.0010690449676497072,-1.4500864441382708,0.003857142857142857
abccareerline.com,2025-03-30,0.006,MEDIUM,1.0,1.0,,1.0,1.0,0.0012535663410560252,-0.6185518202502918,0.004285714285714286
abccareerline.com,2025-03-31,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.0012909944487358137,-1.3420549501300807,0.004
abccareerline.com,2025-04-01,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.0012535663410560252,-0.749300135290617,0.004285714285714286
abccareerline.com,2025-04-02,0.001,MEDIUM,1.0,1.0,,1.0,-0.8,0.0017043362064926998,-1.672636698163677,0.0037142857142857147
abccareerline.com,2025-04-03,0.003,MEDIUM,1.0,1.0,,1.0,2.0,0.0016183471874253814,-1.0802458599459182,0.003428571428571429
abccareerline.com,2025-04-04,0.004,MEDIUM,1.0,1.0,,1.0,0.33333333333333326,0.0016183471874253812,-0.7726477931923809,0.0035714285714285718
abccareerline.com,2025-04-05,0.006,MEDIUM,1.0,1.0,,1.0,0.5,0.0018257418583505593,-0.23856652779600113,0.004
abccareerline.com,2025-04-06,0.006,MEDIUM,1.0,1.0,,1.0,0.0,0.0018257418583505595,-0.1997125042825163,0.004
abccareerline.com,2025-04-07,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.0017994708216848801,-0.40717143646424414,0.004285714285714286
abccareerline.com,2025-04-09,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0017994708216848801,-0.360532879283107,0.004285714285714286
abccareerline.com,2025-04-10,0.007,MEDIUM,1.0,1.0,,1.0,0.3999999999999999,0.0013451854182691047,0.2873887083534149,0.005142857142857143
abccareerline.com,2025-04-11,0.004,MEDIUM,1.0,1.0,,1.0,-0.4285714285714286,0.0011126972805283809,-0.5907402106570797,0.005285714285714287
abccareerline.com,2025-04-12,0.006,MEDIUM,1.0,1.0,,1.0,0.5,0.0009759000729485409,0.19559799384934726,0.005571428571428572
abccareerline.com,2025-04-13,0.009,MEDIUM,1.0,1.0,,1.0,0.4999999999999998,0.0016329931618554562,1.467230503516961,0.006
abccareerline.com,2025-04-14,0.01,MEDIUM,1.0,1.0,,1.0,0.11111111111111116,0.00222539456105675,1.878603541886203,0.006571428571428571
abccareerline.com,2025-04-15,0.007,MEDIUM,1.0,1.0,,1.0,-0.30000000000000004,0.0021157009420498182,0.8190911642709412,0.006857142857142858
abccareerline.com,2025-04-16,0.01,MEDIUM,1.0,1.0,,1.0,0.4285714285714286,0.0022253945610567496,2.014563379113606,0.007571428571428572
abccareerline.com,2025-04-17,0.013,MEDIUM,1.0,1.0,,1.0,0.2999999999999998,0.0029920529661723837,2.82090731342942,0.00842857142857143
abccareerline.com,2025-04-18,0.008,HIGH,1.0,1.0,,1.0,-0.3846153846153846,0.0023094010767585045,0.9022389305052746,0.009
abccareerline.com,2025-04-19,0.009,HIGH,1.0,1.0,,1.0,0.125,0.0019023794624226855,1.2251674157793198,0.009428571428571429
abccareerline.com,2025-04-20,0.012,HIGH,1.0,1.0,,1.0,0.3333333333333335,0.002115700942049817,2.116730172647007,0.009857142857142858
abccareerline.com,2025-04-21,0.01,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.002115700942049817,1.3430915897244329,0.009857142857142858
abccareerline.com,2025-04-22,0.015,MEDIUM,1.0,1.0,,1.0,0.5,0.002449489742783179,2.571140257778128,0.011
abccareerline.com,2025-04-23,0.01,MEDIUM,1.0,1.0,,1.0,-0.33333333333333326,0.002449489742783179,1.0122115031649102,0.011
abccareerline.com,2025-04-24,0.009,MEDIUM,1.0,1.0,,1.0,-0.10000000000000009,0.0023704530408864095,0.672074536164809,0.01042857142857143
abccareerline.com,2025-04-26,0.008,MEDIUM,1.0,1.0,,1.0,-0.11111111111111105,0.0023704530408864095,0.33286463206166866,0.010428571428571428
abccareerline.com,2025-04-27,0.008,MEDIUM,1.0,1.0,,1.0,0.0,0.0024976179127511166,0.303902431543562,0.010285714285714287
abccareerline.com,2025-04-28,0.009,MEDIUM,1.0,1.0,,1.0,0.125,0.0024102953780654798,0.5677669237804528,0.009857142857142858
abccareerline.com,2025-04-30,0.009,MEDIUM,1.0,1.0,,1.0,0.0,0.002429971585175825,0.5193431061492608,0.009714285714285713
abccareerline.com,2025-05-02,0.007,MEDIUM,1.0,1.0,,1.0,-0.2222222222222221,0.0009759000729485349,-0.15032830907352682,0.008571428571428572
abccareerline.com,2025-05-03,0.005,MEDIUM,1.0,1.0,,1.0,-0.2857142857142857,0.0014638501094228,-0.7784419351817057,0.007857142857142858
abccareerline.com,2025-05-04,0.001,MEDIUM,1.0,1.0,,1.0,-0.8,0.0028702082220799304,-1.9632921270776635,0.006714285714285714
abccareerline.com,2025-05-05,0.006,MEDIUM,1.0,1.0,,1.0,5.0,0.0028199966227605575,-0.4344097367567983,0.0064285714285714285
abccareerline.com,2025-05-06,0.006,MEDIUM,1.0,1.0,,1.0,0.0,0.0027342623276105883,-0.5218557855079192,0.0061428571428571435
abccareerline.com,2025-05-07,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.0026276913640612166,-1.5211540981826581,0.005285714285714285
abccareerline.com,2025-05-08,0.003,MEDIUM,1.0,1.0,,1.0,0.0,0.002149196970742238,-1.4871820246365666,0.004428571428571428
abccareerline.com,2025-05-09,0.004,MEDIUM,1.0,1.0,,1.0,0.33333333333333326,0.001825741858350551,-1.1167245816890585,0.004
abccareerline.com,2025-05-10,0.002,MEDIUM,1.0,1.0,,1.0,-0.5,0.0019023794624226807,-1.6400777641513755,0.0035714285714285713
abccareerline.com,2025-05-11,0.002,MEDIUM,1.0,1.0,,1.0,0.0,0.0017043362064926902,-1.5528788478136073,0.0037142857142857147
abccareerline.com,2025-05-12,0.003,MEDIUM,1.0,1.0,,1.0,0.5,0.0013801311186847037,-1.2130226430106616,0.0032857142857142855
abccareerline.com,2025-05-13,0.007,MEDIUM,1.0,1.0,,1.0,1.3333333333333335,0.0017182493859684454,-0.04852090572042642,0.003428571428571429
abccareerline.com,2025-05-14,0.003,MEDIUM,1.0,1.0,,1.0,-0.5714285714285714,0.0017182493859684454,-1.1906840900569056,0.003428571428571429
abccareerline.com,2025-05-15,0.007,MEDIUM,1.0,1.0,,1.0,1.3333333333333335,0.002160246899469285,-0.04810100537127869,0.004
abccareerline.com,2025-05-16,0.006,MEDIUM,1.0,1.0,,1.0,-0.1428571428571429,0.0022886885410853155,-0.3088683217737339,0.004285714285714286
abccareerline.com,2025-05-17,0.004,MEDIUM,1.0,1.0,,1.0,-0.33333333333333337,0.0020701966780270614,-0.8305640336060673,0.004571428571428572
abccareerline.com,2025-05-18,0.005,MEDIUM,1.0,1.0,,1.0,0.25,0.0017320508075688767,-0.5190190111594705,0.005
abccareerline.com,2025-05-19,0.005,MEDIUM,1.0,1.0,,1.0,0.0,0.0014960264830861912,-0.4763408884041489,0.005285714285714285
abccareerline.com,2025-05-20,0.002,MEDIUM,1.0,1.0,,1.0,-0.6,0.001718249385968448,-1.2887397378279397,0.004571428571428572
abccareerline.com,2025-05-21,0.004,MEDIUM,1.0,1.0,,1.0,1.0,0.0016035674514745454,-0.6427542294248385,0.004714285714285714
abccareerline.com,2025-05-22,0.005,MEDIUM,1.0,1.0,,1.0,0.25,0.001272418020560702,-0.30487492181010584,0.004428571428571428
abccareerline.com,2025-05-23,0.004,MEDIUM,1.0,1.0,,1.0,-0.19999999999999996,0.001069044967649695,-0.5599675523000593,0.0041428571428571434
abccareerline.com,2025-05-24,0.005,MEDIUM,1.0,1.0,,1.0,0.25,0.0011126972805283715,-0.1894827090786855,0.004285714285714286
abccareerline.com,2025-05-25,0.004,MEDIUM,1.0,1.0,,1.0,-0.19999999999999996,0.001069044967649695,-0.4973865347281836,0.0041428571428571434
abccareerline.com,2025-05-26,0.006,MEDIUM,1.0,1.0,,1.0,0.5,0.0012535663410560157,0.41615751951411634,0.004285714285714286
abccareerline.com,2025-05-27,0.005,MEDIUM,1.0,1.0,,1.0,-0.16666666666666663,0.0007559289460184532,0.03150350631811329,0.004714285714285714
abccareerline.com,2025-05-29,0.004,MEDIUM,1.0,1.0,,1.0,-0.19999999999999996,0.0007559289460184532,-0.39197242773690216,0.004714285714285714
abccareerline.com,2025-05-30,0.007,MEDIUM,1.0,1.0,,1.0,0.75,0.0011547005383792514,1.1197275779363918,0.005
abccareerline.com,2025-05-31,0.006,MEDIUM,1.0,1.0,,1.0,-0.1428571428571429,0.0011126972805283743,0.7228571937267592,0.005285714285714285
abccareerline.com,2025-06-01,0.006,MEDIUM,1.0,1.0,,1.0,0.0,0.0011338934190276827,0.8557027692356869,0.005428571428571429
abccareerline.com,2025-06-02,0.003,MEDIUM,1.0,1.0,,1.0,-0.5,0.0013801311186847091,-0.8775447188558807,0.005285714285714285
abccareerline.com,2025-06-04,0.005,MEDIUM,1.0,1.0,,1.0,0.6666666666666667,0.0013451854182690989,0.3469362841988366,0.0051428571428571435
abccareerline.com,2025-06-06,0.006,MEDIUM,1.0,1.0,,1.0,0.19999999999999996,0.0013801311186847091,0.9196919774214287,0.005285714285714285
abccareerline.com,2025-06-08,0.007,MEDIUM,1.0,1.0,,1.0,0.16666666666666674,0.00138013111868471,1.5128953553861044,0.005714285714285715
abccareerline.com,2025-06-09,0.005,MEDIUM,1.0,1.0,,1.0,-0.2857142857142857,0.0012724180205607044,0.2589440540375238,0.0054285714285714284
abccareerline.com,2025-06-10,0.008,MEDIUM,1.0,1.0,,1.0,0.6000000000000001,0.0016035674514745476,1.9795776216051268,0.005714285714285714
abccareerline.com,2025-06-11,0.009,MEDIUM,1.0,1.0,,1.0,0.125,0.0020354009783964313,2.2773090607025135,0.0061428571428571435
abccareerline.com,2025-06-12,0.008,MEDIUM,1.0,1.0,,1.0,-0.11111111111111105,0.00157359158493889,1.5719488868720275,0.006857142857142858
abccareerline.com,2025-06-13,0.004,MEDIUM,1.0,1.0,,1.0,-0.5,0.0017994708216848775,-0.6616415665135555,0.006714285714285714
abccareerline.com,2025-06-14,0.007,MEDIUM,1.0,1.0,,1.0,0.75,0.0017728105208558397,0.9871486036009999,0.006857142857142858
abccareerline.com,2025-06-15,0.007,MEDIUM,1.0,1.0,,1.0,0.0,0.0017728105208558397,0.9262816865638338,0.006857142857142858
